customer_id,synthetic_archetype,age,region,occupation,monthly_income,tenure_months,checking_balance,savings_balance,investment_balance,credit_card_limit,credit_utilization,loan_balance,delinquency_events_12m,has_credit_card,has_savings,has_investments,has_personal_loan,has_insurance,has_mortgage,avg_monthly_transactions,total_transactions_12m,avg_monthly_inflow,avg_monthly_outflow,total_inflow_12m,total_outflow_12m,outflow_std,avg_card_spend,avg_pix_count,avg_cash_withdrawals,avg_app_logins,avg_branch_visits,digital_transaction_share,product_count,asset_total,credit_exposure,savings_rate,avg_ticket,movement_volatility,relationship_value,cluster_id,segment,segment_description
CLI000013,Tradicional Essencial,59,Centro-Oeste,Autônomo,4584.93,246,2472.56,10454.39,6404.19,1051.01,0.1917,12009.67,1,1,0,0,0,1,0,18.833333333333332,226,4945.655,4018.8375,59347.86,48226.05,622.9427013359472,348.5741666666667,4.25,1.6666666666666667,4.583333333333333,2.9166666666666665,0.42805000000000004,2,19331.14,12211.148617,0.18740035445254466,213.3896017699115,0.15500569538727235,22383.92715425,3,Tradicional Essencial,"Relacionamento longo, baixa digitalização, mais visitas à agência e produtos básicos."
CLI000014,Jovem em Ascensão,31,Nordeste,Autônomo,6104.5,43,1824.59,1221.88,12023.36,8159.77,0.5126,1430.94,0,1,1,1,1,0,0,67.41666666666667,809,6515.285833333332,4668.864166666666,78183.43,56026.369999999995,483.93873016507774,1306.4458333333334,35.833333333333336,0.25,50.166666666666664,0.25,0.9580916666666667,4,15069.830000000002,5613.638101999999,0.28339841319317916,69.25385661310258,0.103652347313969,16473.2395255,1,Jovem em Ascensão,"Clientes jovens, digitais, com renda e patrimônio em fase de crescimento."
CLI000015,Crédito Intensivo,30,Sudeste,Empresário,6114.5,119,2887.41,8600.39,0.0,6936.88,0.9447,15690.67,0,1,0,0,1,1,0,54.5,654,5339.8966666666665,4891.4375,64078.76,58697.25,709.8758177459313,2570.8716666666664,22.333333333333332,1.5,27.5,1.0,0.8085416666666667,3,11487.8,22243.940536000002,0.08398274248752632,89.75114678899082,0.1451262165254961,17048.785133999998,0,Crédito Intensivo,"Maior exposição a crédito, utilização elevada e maior incidência de atraso."
CLI000016,Digital Multirrelacionado,34,Sudeste,Servidor público,10982.78,64,1268.12,5900.15,17153.22,11594.3,0.3777,45448.26,0,1,1,0,0,1,0,77.25,927,10797.871666666668,8617.865,129574.46,103414.38,1165.4575754417424,1755.3083333333334,37.333333333333336,0.5833333333333334,54.083333333333336,0.0,0.946425,3,24321.49,49827.427110000004,0.2018922556188928,111.55812297734629,0.13523739063465748,36778.3467775,4,Digital Multirrelacionado,"Uso intenso de canais digitais, alto volume transacional e vários produtos."
CLI000017,Crédito Intensivo,39,Centro-Oeste,Estudante,3166.75,95,1074.81,319.65,3417.92,8814.04,0.8696,17546.66,0,1,0,1,1,0,0,57.25,687,3126.0075,3043.6716666666666,37512.090000000004,36524.06,290.85082170741555,1375.1083333333333,23.666666666666668,1.4166666666666667,30.083333333333332,1.6666666666666667,0.7912083333333334,3,4812.38,25211.349184,0.02633897498113291,53.16457059679767,0.09555919743010462,11115.217295999999,0,Crédito Intensivo,"Maior exposição a crédito, utilização elevada e maior incidência de atraso."
CLI000018,Alta Renda Investidor,53,Sudeste,Assalariado,22388.86,88,16109.5,9624.01,119022.13,37802.61,0.3049,4512.76,0,1,1,1,0,1,0,44.583333333333336,535,22175.805833333332,16194.9525,266109.67,194339.43,2146.2947870738662,2667.7725,18.666666666666668,1.25,21.416666666666668,1.4166666666666667,0.8012333333333334,4,144755.64,16038.775789000001,0.26970173613007,363.25127102803737,0.13252862501905247,148765.33394725,2,Alta Renda Investidor,"Alta renda, patrimônio elevado, investimentos e amplo relacionamento com o banco."
CLI000019,Jovem em Ascensão,28,Sudeste,Assalariado,6864.83,32,3345.29,4950.67,953.48,9542.97,0.516,0.0,0,1,1,0,0,0,0,69.41666666666667,833,6553.775000000001,4764.21,78645.3,57170.52,526.7010802239641,1380.555833333333,33.5,0.6666666666666666,47.5,0.0,0.9219583333333333,2,9249.439999999999,4924.17252,0.2730586570335418,68.63207683073229,0.1105537077970879,10480.483129999999,1,Jovem em Ascensão,"Clientes jovens, digitais, com renda e patrimônio em fase de crescimento."
CLI000020,Tradicional Essencial,40,Nordeste,Assalariado,3945.98,85,0.0,6413.36,0.0,4017.0,0.2211,6875.28,0,1,0,0,0,0,0,20.666666666666668,248,4016.1108333333336,2706.2758333333336,48193.33,32475.31,708.749476504002,321.63166666666666,4.0,2.0,4.166666666666667,3.3333333333333335,0.3836,1,6413.36,7763.4387,0.3261451325318255,130.9488306451613,0.26189107103359516,8354.219675,3,Tradicional Essencial,"Relacionamento longo, baixa digitalização, mais visitas à agência e produtos básicos."
CLI000021,Tradicional Essencial,45,Sudeste,Assalariado,3013.08,80,8722.55,1475.87,5973.47,6040.11,0.3601,26775.44,0,1,1,0,0,1,0,21.333333333333332,256,2968.638333333334,2007.2566666666664,35623.66,24087.079999999998,253.36668064409332,400.18416666666667,3.6666666666666665,1.8333333333333333,6.25,3.9166666666666665,0.3562666666666667,3,16171.89,28950.483611,0.3238460057164257,94.09015624999999,0.1262253526674516,23409.51090275,3,Tradicional Essencial,"Relacionamento longo, baixa digitalização, mais visitas à agência e produtos básicos."
CLI000022,Digital Multirrelacionado,31,Nordeste,Autônomo,11143.78,39,11062.81,8184.28,774.8,14341.12,0.2517,37303.12,0,1,1,0,0,1,1,105.91666666666667,1271,11382.108333333332,8126.595833333333,136585.3,97519.15,1226.612736896786,1106.8966666666668,48.166666666666664,0.6666666666666666,51.25,0.0,0.9523583333333333,4,20021.89,40912.779904,0.28602016468829367,76.72631785995279,0.15093807567807382,30250.084976,4,Digital Multirrelacionado,"Uso intenso de canais digitais, alto volume transacional e vários produtos."
CLI000023,Jovem em Ascensão,26,Sul,Autônomo,5487.7,11,5975.01,10148.85,2685.35,8240.49,0.243,1118.83,0,1,0,0,0,0,0,60.583333333333336,727,5738.731666666667,3959.4483333333333,68864.78,47513.38,764.5454073539782,483.4783333333333,30.166666666666668,0.4166666666666667,45.25,0.3333333333333333,0.9425500000000001,1,18809.21,3121.26907,0.31004818428229936,65.35540577716644,0.19309392192783884,19589.527267499998,1,Jovem em Ascensão,"Clientes jovens, digitais, com renda e patrimônio em fase de crescimento."
CLI000024,Jovem em Ascensão,28,Sudeste,Autônomo,4453.81,10,3357.88,12864.03,5838.29,5770.83,0.4959,0.0,0,1,0,0,0,0,0,65.75,789,5293.315,3457.5916666666667,63519.78,41491.1,511.9007338401271,831.495,31.416666666666668,0.5833333333333334,43.333333333333336,0.3333333333333333,0.9410666666666666,1,22060.2,2861.754597,0.3468003195225173,52.58694550063371,0.14805124005103565,22775.638649250002,1,Jovem em Ascensão,"Clientes jovens, digitais, com renda e patrimônio em fase de crescimento."
CLI000025,Tradicional Essencial,59,Sul,Servidor público,3029.71,166,0.0,11395.22,2794.07,5885.93,0.2753,10850.87,0,1,1,0,0,0,0,4.166666666666667,50,3631.3725,2718.2549999999997,43576.47,32619.059999999998,380.2986380464701,319.0566666666667,0.8333333333333334,0.25,6.833333333333333,3.25,0.39555,2,14189.289999999999,12471.266529,0.2514524466988722,652.3811999999999,0.1399054312588297,17307.106632249997,3,Tradicional Essencial,"Relacionamento longo, baixa digitalização, mais visitas à agência e produtos básicos."
CLI000026,Digital Multirrelacionado,26,Nordeste,Assalariado,7813.05,53,8905.45,14254.62,28258.52,13035.45,0.3277,14122.28,0,1,1,1,1,0,0,103.08333333333333,1237,9313.321666666667,7218.840833333333,111759.86,86626.09,838.7175993087017,1065.1575,52.166666666666664,0.4166666666666667,56.0,0.25,0.9577333333333332,4,51418.59,18393.996965000002,0.22489085079383603,70.0291754244139,0.11618452583632045,56017.089241249996,4,Digital Multirrelacionado,"Uso intenso de canais digitais, alto volume transacional e vários produtos."
CLI000027,Crédito Intensivo,49,Centro-Oeste,Assalariado,3490.01,41,1783.43,1733.54,315.47,8917.0,0.9323,28831.88,0,1,0,0,0,0,0,36.916666666666664,443,3632.230833333333,3594.4275,43586.77,43133.13,270.37441985395657,1604.915,15.083333333333334,1.1666666666666667,32.583333333333336,0.8333333333333334,0.7884666666666668,1,3832.4400000000005,37145.1991,0.010407745286012234,97.36598194130924,0.07522044048849409,13118.739775,0,Crédito Intensivo,"Maior exposição a crédito, utilização elevada e maior incidência de atraso."
CLI000028,Alta Renda Investidor,49,Centro-Oeste,Assalariado,13316.61,98,22091.59,53990.46,0.0,50138.66,0.2929,56907.56,0,1,1,1,0,1,0,82.41666666666667,989,15961.993333333332,11106.808333333334,191543.91999999998,133281.7,1769.0903146061637,1415.5483333333332,34.75,1.9166666666666667,26.083333333333332,0.5833333333333334,0.8307583333333333,4,76082.05,71593.173514,0.3041715967805189,134.76410515672399,0.1592798094207529,93980.3433785,2,Alta Renda Investidor,"Alta renda, patrimônio elevado, investimentos e amplo relacionamento com o banco."
CLI000029,Digital Multirrelacionado,22,Nordeste,Servidor público,10151.86,124,14704.2,24061.6,43958.62,13619.53,0.5433,15461.18,0,1,1,1,0,1,0,75.66666666666667,908,11343.463333333333,8938.5325,136121.56,107262.39,1154.7932014090036,2253.0758333333333,37.583333333333336,0.3333333333333333,56.833333333333336,0.0,0.9604666666666667,4,82724.42000000001,22860.670649,0.21201027963534946,118.13038546255507,0.12919270600727845,88439.58766225,4,Digital Multirrelacionado,"Uso intenso de canais digitais, alto volume transacional e vários produtos."
CLI000030,Tradicional Essencial,73,Nordeste,Autônomo,5367.47,164,2865.36,15786.42,0.0,3933.91,0.01,0.0,1,1,1,0,0,0,0,39.0,468,5360.7908333333335,3709.8775,64329.49,44518.53,478.0008118312808,20.320833333333333,8.5,3.5,5.583333333333333,3.3333333333333335,0.39831666666666665,2,18651.78,39.3391,0.30796078128398036,95.1250641025641,0.1288454435035337,18661.614775,3,Tradicional Essencial,"Relacionamento longo, baixa digitalização, mais visitas à agência e produtos básicos."
CLI000031,Tradicional Essencial,58,Sudeste,Aposentado,2829.02,94,5064.84,5963.16,3573.15,8644.72,0.2448,18117.85,0,0,1,0,0,0,0,21.0,252,3084.9216666666666,2140.2291666666665,37019.06,25682.75,329.81317475913085,263.4783333333333,3.9166666666666665,2.0833333333333335,6.416666666666667,3.0,0.33605,1,14601.15,20234.077456,0.3062290074356291,101.91567460317461,0.15410180362732068,19659.669364,3,Tradicional Essencial,"Relacionamento longo, baixa digitalização, mais visitas à agência e produtos básicos."
CLI000032,Jovem em Ascensão,25,Centro-Oeste,Assalariado,4641.53,30,5122.77,4071.96,927.11,6235.69,0.2745,10368.09,0,1,1,1,0,0,0,86.66666666666667,1040,5888.1483333333335,4142.230833333333,70657.78,49706.77,708.5484242187538,487.3775,42.583333333333336,0.8333333333333334,36.5,0.4166666666666667,0.935825,3,10121.84,12079.786905,0.2965138446183846,47.79497115384615,0.17105478973236535,13141.78672625,1,Jovem em Ascensão,"Clientes jovens, digitais, com renda e patrimônio em fase de crescimento."
CLI000033,Digital Multirrelacionado,30,Sudeste,Assalariado,9746.91,82,6617.8,0.0,39158.28,13605.43,0.4905,28043.94,0,0,1,1,1,0,0,84.83333333333333,1018,9982.140000000001,8142.218333333333,119785.68000000001,97706.62,739.2419434655934,1924.3666666666668,45.333333333333336,0.5,56.0,0.16666666666666666,0.9600666666666666,3,45776.08,34717.403415,0.18432136462388501,95.97899803536345,0.0907912209181642,54455.430853750004,4,Digital Multirrelacionado,"Uso intenso de canais digitais, alto volume transacional e vários produtos."
CLI000034,Digital Multirrelacionado,28,Sudeste,Servidor público,10107.32,95,5993.98,15249.4,21834.48,14560.72,0.6213,36227.68,0,1,1,0,0,1,0,67.66666666666667,812,11115.209166666667,8479.659166666666,133382.51,101755.91,875.7088951395408,2779.9758333333334,32.666666666666664,0.4166666666666667,53.0,0.16666666666666666,0.95605,3,43077.86,45274.255336,0.23711204714921022,125.31516009852217,0.10327170914863314,54396.423834,4,Digital Multirrelacionado,"Uso intenso de canais digitais, alto volume transacional e vários produtos."
CLI000035,Crédito Intensivo,43,Nordeste,Assalariado,3977.01,116,4241.25,3059.37,3371.98,13262.82,0.9635,58017.51,0,1,1,0,1,0,0,61.416666666666664,737,3733.0558333333333,3578.0224999999996,44796.67,42936.27,733.9443951829421,1943.2691666666667,26.5,1.9166666666666667,24.25,1.0833333333333333,0.7819166666666666,3,10672.6,70796.23707,0.04152987264455152,58.258168249660784,0.20512570705828212,28371.6592675,0,Crédito Intensivo,"Maior exposição a crédito, utilização elevada e maior incidência de atraso."
CLI000036,Digital Multirrelacionado,49,Sudeste,Servidor público,11051.01,72,4173.13,12168.77,0.0,12865.18,0.4801,26694.92,1,1,1,1,1,1,0,75.25,903,13846.074166666665,11011.591666666667,166152.88999999998,132139.1,1512.0191154866297,2309.5491666666667,37.083333333333336,0.5833333333333334,53.833333333333336,0.08333333333333333,0.9494166666666667,5,16341.900000000001,32871.492917999996,0.20471380305211653,146.33344407530456,0.1373115859411753,24559.773229500002,4,Digital Multirrelacionado,"Uso intenso de canais digitais, alto volume transacional e vários produtos."
CLI000037,Alta Renda Investidor,47,Sudeste,Servidor público,24085.68,129,15962.98,44397.07,240396.48,42259.75,0.2485,74317.79,0,1,1,1,0,1,0,49.75,597,29538.055833333332,21043.953333333335,354456.67,252527.44,1924.757274762589,2275.2775,22.083333333333332,0.9166666666666666,26.916666666666668,0.8333333333333334,0.852325,4,300756.53,84819.337875,0.28756471136514367,422.9940368509213,0.09146367340179375,321961.36446875,2,Alta Renda Investidor,"Alta renda, patrimônio elevado, investimentos e amplo relacionamento com o banco."
CLI000038,Crédito Intensivo,37,Sudeste,Autônomo,4029.31,139,4280.72,4413.11,1687.88,11254.99,0.7271,10140.31,1,1,1,0,1,1,1,74.75,897,3859.478333333333,3971.5983333333334,46313.74,47659.18,521.5560253673326,1478.4916666666668,31.416666666666668,2.0,30.5,1.0833333333333333,0.7928083333333333,5,10381.71,18323.813229,-0.02905055821447377,53.131750278706804,0.1313214433065779,14962.663307249999,0,Crédito Intensivo,"Maior exposição a crédito, utilização elevada e maior incidência de atraso."
CLI000039,Digital Multirrelacionado,32,Sul,Aposentado,5220.28,6,6212.49,11769.02,28275.87,11574.62,0.2515,16882.94,0,1,1,1,1,1,1,95.75,1149,4125.1325,3681.380833333333,49501.59,44176.57,580.9653320193324,581.3583333333333,45.75,0.6666666666666666,61.833333333333336,0.16666666666666666,0.9428666666666666,6,46257.380000000005,19793.95693,0.10757270625044564,38.44784160139252,0.15781179897470513,51205.8692325,4,Digital Multirrelacionado,"Uso intenso de canais digitais, alto volume transacional e vários produtos."
CLI000040,Tradicional Essencial,73,Sudeste,Autônomo,3478.5,117,4711.45,24714.84,8448.07,6268.62,0.3984,0.0,0,1,1,0,0,0,0,17.916666666666668,215,3491.5591666666664,2661.6716666666666,41898.71,31940.06,285.22880336616953,588.0891666666666,4.0,1.6666666666666667,6.0,3.4166666666666665,0.4059333333333333,2,37874.36,2497.4182079999996,0.23768392869374733,148.55841860465117,0.10716152819982287,38498.714552,3,Tradicional Essencial,"Relacionamento longo, baixa digitalização, mais visitas à agência e produtos básicos."
CLI000041,Crédito Intensivo,50,Sudeste,Assalariado,7479.47,103,4072.44,0.0,718.87,13794.28,0.7957,31145.52,2,1,0,0,1,1,1,52.083333333333336,625,7900.385833333334,7120.37,94804.63,85444.44,849.2072463185883,2797.588333333333,22.916666666666668,1.5,22.666666666666668,1.3333333333333333,0.8033416666666667,4,4791.31,42121.628596,0.09873135942833174,136.711104,0.11926448292976184,15321.717149,0,Crédito Intensivo,"Maior exposição a crédito, utilização elevada e maior incidência de atraso."
CLI000042,Jovem em Ascensão,27,Sudeste,Autônomo,2787.29,1,3396.14,0.0,5174.51,10898.81,0.7277,0.0,0,0,1,0,0,1,0,69.41666666666667,833,2522.5516666666667,1961.8841666666667,30270.62,23542.61,346.9349039663659,862.5266666666666,35.583333333333336,0.6666666666666666,45.333333333333336,0.25,0.9334666666666666,2,8570.65,7931.064037,0.22226204815097936,28.262436974789917,0.1768376083873619,10553.416009249999,1,Jovem em Ascensão,"Clientes jovens, digitais, com renda e patrimônio em fase de crescimento."
CLI000043,Tradicional Essencial,48,Sul,Autônomo,2348.92,155,3232.08,8438.97,2213.76,5649.3,0.351,9642.64,0,0,1,0,0,0,0,23.083333333333332,277,2575.5583333333334,1802.2783333333334,30906.7,21627.34,283.76965385945545,297.9841666666667,4.333333333333333,2.1666666666666665,5.416666666666667,3.3333333333333335,0.3589583333333333,1,13884.81,11625.5443,0.3002378125131444,78.07703971119133,0.15745051616673456,16791.196075,3,Tradicional Essencial,"Relacionamento longo, baixa digitalização, mais visitas à agência e produtos básicos."
CLI000044,Digital Multirrelacionado,37,Sudeste,Servidor público,10500.08,123,4287.27,6993.27,14326.52,14430.21,0.334,14873.81,0,1,0,0,0,0,0,59.0,708,10776.346666666666,9644.9325,129316.16,115739.19,822.3142464701236,1432.12,27.75,0.25,53.166666666666664,0.0,0.9610916666666666,1,25607.06,19693.50014,0.1049905131732956,163.47343220338985,0.08525868340396613,30530.435035000002,4,Digital Multirrelacionado,"Uso intenso de canais digitais, alto volume transacional e vários produtos."
CLI000045,Jovem em Ascensão,27,Sudeste,Assalariado,4626.71,43,2943.91,12983.14,881.97,9419.63,0.3557,8302.63,0,1,0,1,0,1,0,82.41666666666667,989,4505.0858333333335,3366.7900000000004,54061.03,40401.48,580.4926390262294,659.75,39.166666666666664,0.75,43.083333333333336,0.25,0.9426916666666667,3,16809.02,11653.192390999999,0.25266906679358486,40.85083923154702,0.17241723987128077,19722.31809775,1,Jovem em Ascensão,"Clientes jovens, digitais, com renda e patrimônio em fase de crescimento."
CLI000046,Jovem em Ascensão,29,Sul,Assalariado,4976.11,17,2089.18,5319.43,13083.65,6875.17,0.2623,0.0,0,1,0,0,0,0,0,89.0,1068,5288.175833333334,4158.035833333333,63458.11,49896.43,455.3329654311595,554.5266666666666,46.083333333333336,0.5833333333333334,45.666666666666664,0.08333333333333333,0.9414166666666667,1,20492.260000000002,1803.3570909999999,0.21371074556112687,46.71950374531835,0.10950674397294384,20943.09927275,1,Jovem em Ascensão,"Clientes jovens, digitais, com renda e patrimônio em fase de crescimento."
CLI000047,Crédito Intensivo,29,Centro-Oeste,Autônomo,2600.31,67,1515.2,3694.76,573.86,10630.33,0.8926,43780.36,2,1,0,1,1,0,0,75.75,909,2477.820833333333,2336.4683333333337,29733.85,28037.620000000003,252.68389169917893,998.2658333333334,34.083333333333336,2.5833333333333335,31.416666666666668,0.8333333333333334,0.7843916666666666,3,5783.82,53268.992558,0.057047102881059665,30.844466446644667,0.10814779215889746,19101.0681395,0,Crédito Intensivo,"Maior exposição a crédito, utilização elevada e maior incidência de atraso."
CLI000048,Digital Multirrelacionado,33,Sudeste,Aposentado,2044.25,68,1221.18,6503.42,14290.56,16664.57,0.2474,12232.39,1,1,1,0,1,0,0,97.75,1173,1869.0616666666667,1459.5725,22428.74,17514.87,265.9409611899535,209.725,50.166666666666664,0.5833333333333334,51.666666666666664,0.25,0.9591500000000001,3,22015.16,16355.204618,0.21908809857352674,14.93168797953964,0.1822046943128577,26103.9611545,1,Jovem em Ascensão,"Clientes jovens, digitais, com renda e patrimônio em fase de crescimento."
CLI000049,Tradicional Essencial,66,Sudeste,Autônomo,4733.72,123,3195.15,13796.21,850.69,4426.48,0.0682,1711.07,0,1,1,0,0,1,0,27.833333333333332,334,5085.97,3675.1316666666667,61031.64,44101.58,610.3133374800691,120.30416666666667,5.083333333333333,2.3333333333333335,6.833333333333333,3.3333333333333335,0.3549583333333333,3,17842.05,2012.9559359999998,0.27739808401019533,132.04065868263473,0.16606570671075344,18345.288984,3,Tradicional Essencial,"Relacionamento longo, baixa digitalização, mais visitas à agência e produtos básicos."
CLI000050,Alta Renda Investidor,47,Sudeste,Empresário,16930.8,173,24320.73,74773.46,150453.48,34866.26,0.1214,55990.03,0,1,1,1,0,1,0,72.66666666666667,872,15077.861666666666,10459.775833333333,180934.34,125517.31,2534.573748970815,717.2199999999999,29.5,2.3333333333333335,20.583333333333332,0.5833333333333334,0.800825,4,249547.67,60222.793964,0.3062825442644,143.94186926605505,0.24231625891002428,264603.36849100003,2,Alta Renda Investidor,"Alta renda, patrimônio elevado, investimentos e amplo relacionamento com o banco."
CLI000051,Digital Multirrelacionado,41,Sudeste,Assalariado,9246.32,62,398.94,587.22,6942.32,4374.48,0.5771,22883.25,0,1,1,0,1,0,0,100.91666666666667,1211,9865.943333333335,8214.951666666666,118391.32,98579.42,1209.0737297304258,2259.505833333333,54.583333333333336,0.25,57.75,0.08333333333333333,0.971,3,7928.48,25407.762408,0.16734250450117463,81.4033195706028,0.1471796522718952,14280.420601999998,4,Digital Multirrelacionado,"Uso intenso de canais digitais, alto volume transacional e vários produtos."
